Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	
1	0.110963	5.45976e-05	0.11041	0.000499053	3.93471e+06	1936	3.91507e+06	17696.1	
2	0.0906616	2.37172e-05	0.0906377	3.83226e-08	3.2148e+06	841	3.21395e+06	1.35889	
3	0.0874625	0.000203754	0.0872587	0	3.10136e+06	7225	3.09414e+06	0	
4	0.14634	6.22966e-05	0.146277	0	5.18912e+06	2209	5.18692e+06	0	
5	0.291071	0.000243912	0.290784	4.27406e-05	1.03212e+07	8649	1.0311e+07	1515.55	
6	1.6383	0.00786206	1.6304	3.96949e-05	5.80933e+07	278784	5.78131e+07	1407.55	
7	0.419216	0.000513968	0.418386	0.000315676	1.48651e+07	18225	1.48357e+07	11193.6	
8	2.91147	0.024707	2.88643	0.000342265	1.03239e+08	876096	1.02351e+08	12136.5	
9	0.0810981	1.9064e-05	0.0810755	3.35289e-06	2.87569e+06	676	2.87488e+06	118.891	
10	0.154346	7.05032e-05	0.154229	4.64664e-05	5.47304e+06	2500	5.46889e+06	1647.67	
11	0.0763657	1.76258e-05	0.076332	1.58468e-05	2.70788e+06	625	2.70668e+06	561.917	
12	0.192278	0.000108405	0.19217	0	6.81808e+06	3844	6.81423e+06	0	
13	0.0775772	1.76258e-05	0.0775587	6.05014e-07	2.75083e+06	625	2.75018e+06	21.4534	
14	0.288534	0.000243912	0.28829	1.49664e-07	1.02312e+07	8649	1.02225e+07	5.307	
15	0.0727186	1.62439e-05	0.0726876	1.45159e-05	2.57855e+06	576	2.57746e+06	514.727	
16	0.0789087	1.9064e-05	0.0788705	1.88764e-05	2.79805e+06	676	2.7967e+06	669.348	
17	0.0855227	2.21098e-05	0.0855006	0	3.03258e+06	784	3.03179e+06	0	
18	0.116613	4.07226e-05	0.11657	1.10464e-06	4.13502e+06	1444	4.13353e+06	39.1698	
19	0.100378	2.88781e-05	0.100344	5.06269e-06	3.55937e+06	1024	3.55816e+06	179.52	
20	18.9145	1.15837	17.7561	8.95954e-06	6.70698e+08	4.10752e+07	6.29623e+08	317.699	
21	0.134179	5.21441e-05	0.134127	9.52244e-08	4.75793e+06	1849	4.75607e+06	3.37659	
22	0.0708211	1.49184e-05	0.070801	4.98442e-06	2.51127e+06	529	2.51056e+06	176.744	
23	0.237917	0.000176004	0.237734	7.05227e-06	8.4364e+06	6241	8.4299e+06	250.069	
24	0.117814	4.07226e-05	0.117773	7.76451e-09	4.17763e+06	1444	4.17618e+06	0.275324	
