Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	
1	0.0929556	0.000238066	0.0927175	0	2.82107e+06	7225	2.81385e+06	0	
2	0.158007	7.27874e-05	0.157935	0	4.79532e+06	2209	4.79311e+06	0	
3	0.314225	0.000284987	0.313874	6.5548e-05	9.5363e+06	8649	9.52565e+06	1989.29	
4	1.76786	0.00918604	1.75864	4.01981e-05	5.36524e+07	278784	5.33724e+07	1219.96	
5	0.451893	0.000600521	0.450961	0.000330956	1.37143e+07	18225	1.3686e+07	10044	
6	3.1369	0.0288677	3.10748	0.000548256	9.52008e+07	876096	9.4308e+07	16638.8	
7	0.16649	8.23759e-05	0.166218	0.000189532	5.05275e+06	2500	5.04449e+06	5752.04	
8	0.207463	0.000126661	0.207337	0	6.29624e+06	3844	6.29239e+06	0	
9	0.311404	0.000284987	0.311119	0	9.45071e+06	8649	9.44206e+06	0	
10	20.2846	1.35344	18.931	0.000100579	6.1561e+08	4.10752e+07	5.74532e+08	3052.46	
11	0.257156	0.000205643	0.256544	0.000405943	7.80434e+06	6241	7.78577e+06	12319.8	
12	0.16576	0.00086475	0.164895	0	5.0306e+06	26244	5.00436e+06	0	
13	0.1668	8.57039e-05	0.166621	9.358e-05	5.06217e+06	2601	5.05672e+06	2840.02	
14	0.160172	8.90978e-05	0.160083	0	4.86102e+06	2704	4.85831e+06	0	
15	0.243296	0.00020047	0.243078	1.72593e-05	7.38373e+06	6084	7.37711e+06	523.798	
16	6.75503	0.147115	6.60753	0.000384704	2.05006e+08	4.46476e+06	2.00529e+08	11675.2	
17	0.428596	0.000875459	0.427716	5.11622e-06	1.30073e+07	26569	1.29806e+07	155.27	
18	0.225715	0.000170814	0.225545	0	6.85017e+06	5184	6.84499e+06	0	
19	0.165587	9.25576e-05	0.16543	6.36293e-05	5.02534e+06	2809	5.02059e+06	1931.06	
20	0.346952	0.000384333	0.346327	0.000240449	1.05295e+07	11664	1.05105e+07	7297.32	
21	0.186227	0.000118621	0.186087	2.06125e-05	5.65174e+06	3600	5.6475e+06	625.563	
22	0.368608	0.000506645	0.368102	0	1.11867e+07	15376	1.11714e+07	0	
23	11.1585	0.44647	10.7121	0	3.38648e+08	1.35497e+07	3.25098e+08	0	
24	0.645664	0.016845	0.628819	0	1.9595e+07	511225	1.90838e+07	0	
25	1.96786	0.0141365	1.95369	3.73513e-05	5.9722e+07	429025	5.92919e+07	1133.56	
26	0.240242	0.000175592	0.237855	0.0022111	7.29102e+06	5329	7.21858e+06	67103.9	
27	0.313508	0.000297377	0.313197	1.34294e-05	9.51455e+06	9025	9.50511e+06	407.565	
28	0.164772	9.25576e-05	0.164679	0	5.00062e+06	2809	4.99781e+06	0	
29	0.196781	0.000122608	0.196658	0	5.97203e+06	3721	5.96831e+06	0	
30	0.599632	0.00181968	0.597812	0	1.8198e+07	55225	1.81428e+07	0	
31	0.181965	0.000161456	0.181683	0.000120288	5.52241e+06	4900	5.51386e+06	3650.59	
32	0.245468	0.000185345	0.244852	0.00042953	7.44962e+06	5625	7.43095e+06	13035.6	
33	3.35285	0.0421488	3.31065	4.77754e-05	1.01754e+08	1.27916e+06	1.00474e+08	1449.91	
34	0.179282	0.000103332	0.179147	3.1452e-05	5.44098e+06	3136	5.43688e+06	954.526	
35	0.152239	7.27874e-05	0.151829	0.000337173	4.62027e+06	2209	4.60782e+06	10232.7	
36	1.17185	0.00700253	1.16485	0	3.55641e+07	212517	3.53516e+07	0	
37	0.610906	0.00186644	0.60904	0	1.85401e+07	56644	1.84835e+07	0	
38	0.168076	9.60833e-05	0.167969	1.13162e-05	5.10089e+06	2916	5.09763e+06	343.432	
39	0.0659312	0.000118621	0.0658126	0	2.00092e+06	3600	1.99732e+06	0	
40	0.325603	0.000363278	0.32524	0	9.88162e+06	11025	9.87059e+06	0	
41	0.24199	0.000205643	0.24169	9.37256e-05	7.34406e+06	6241	7.33497e+06	2844.44	
42	1.23782	0.00496048	1.23168	0.00118421	3.75664e+07	150544	3.73799e+07	35939.1	
43	0.20512	0.000152362	0.204967	0	6.22512e+06	4624	6.22049e+06	0	
44	2.33074	0.0179949	2.31249	0.000254235	7.0735e+07	546121	7.01811e+07	7715.7	
45	0.201614	0.000139215	0.201402	7.21207e-05	6.11872e+06	4225	6.1123e+06	2188.76	
46	0.154553	7.91139e-05	0.154474	0	4.69049e+06	2401	4.68809e+06	0	
47	0.186921	0.0001147	0.18496	0.0018462	5.67281e+06	3481	5.6133e+06	56029.9	
48	0.179881	0.000190321	0.17969	7.86349e-07	5.45915e+06	5776	5.45335e+06	23.8646	
49	0.332082	0.000683259	0.331398	0	1.00782e+07	20736	1.00575e+07	0	
50	0.117072	8.23759e-05	0.11699	0	3.55298e+06	2500	3.55048e+06	0	
51	0.27575	0.000458801	0.275288	2.15643e-06	8.36864e+06	13924	8.35464e+06	65.445	
52	0.208408	0.000272862	0.208135	0	6.3249e+06	8281	6.31661e+06	0	
53	0.186403	0.000221558	0.186182	0	5.6571e+06	6724	5.65038e+06	0	
54	0.697387	0.0031258	0.69425	1.09552e-05	2.11647e+07	94864	2.10695e+07	332.475	
55	0.0636471	0.000195362	0.0634518	0	1.9316e+06	5929	1.92567e+06	0	
56	0.11262	0.00034957	0.112271	0	3.41789e+06	10609	3.40728e+06	0	
57	0.057079	8.90978e-05	0.0569899	0	1.73227e+06	2704	1.72956e+06	0	
58	0.0654419	0.000126661	0.0653152	0	1.98607e+06	3844	1.98222e+06	0	
59	0.029835	7.91139e-05	0.0297559	0	905453	2401	903052	0	
60	0.0465747	0.000166102	0.0464086	0	1.41347e+06	5041	1.40843e+06	0	
61	0.0757167	0.000398699	0.075318	0	2.2979e+06	12100	2.2858e+06	0	
62	0.0965414	0.000216187	0.0963253	0	2.9299e+06	6561	2.92334e+06	0	
63	1.08707	0.0167979	1.07027	0	3.29912e+07	509796	3.24815e+07	0	
64	0.130463	0.000232498	0.130231	0	3.9594e+06	7056	3.95234e+06	0	
65	0.0752338	7.91139e-05	0.0751547	0	2.28324e+06	2401	2.28084e+06	0	
66	0.0985638	0.000143531	0.0984203	0	2.99127e+06	4356	2.98692e+06	0	
67	0.367538	0.0016979	0.36584	0	1.11542e+07	51529	1.11027e+07	0	
68	0.0958935	0.000110845	0.0957826	0	2.91023e+06	3364	2.90687e+06	0	
69	0.0901982	0.000185345	0.0900129	0	2.73739e+06	5625	2.73176e+06	0	
70	0.198514	0.000498506	0.198016	0	6.02464e+06	15129	6.00951e+06	0	
71	0.437255	0.00412921	0.433126	0	1.32701e+07	125316	1.31448e+07	0	
72	0.0993169	0.000118621	0.0991983	0	3.01413e+06	3600	3.01053e+06	0	
73	0.815546	0.0157331	0.799813	0	2.47507e+07	477481	2.42732e+07	0	
74	0.0870487	7.91139e-05	0.0869696	0	2.64181e+06	2401	2.63941e+06	0	
75	0.143309	0.000498506	0.142811	0	4.34925e+06	15129	4.33412e+06	0	
76	2.30175	0.0531457	2.2486	0	6.9855e+07	1.6129e+06	6.82421e+07	0	
77	0.0869593	9.60833e-05	0.0868632	0	2.63909e+06	2916	2.63618e+06	0	
78	0.0942501	8.57039e-05	0.0941644	0	2.86036e+06	2601	2.85776e+06	0	
79	0.330027	0.00165331	0.328374	0	1.00159e+07	50176	9.96572e+06	0	
80	0.212993	0.000435769	0.212557	0	6.46405e+06	13225	6.45083e+06	0	
81	0.144349	0.000190321	0.144159	0	4.38082e+06	5776	4.37505e+06	0	
82	0.324889	0.000941096	0.323948	0	9.85995e+06	28561	9.83139e+06	0	
83	7.44106	0.49426	6.9468	0	2.25826e+08	1.50001e+07	2.10826e+08	0	
84	0.0642008	0.000103332	0.0640974	0	1.9484e+06	3136	1.94527e+06	0	
85	0.510609	0.00222744	0.508381	0	1.54962e+07	67600	1.54286e+07	0	
86	0.0952182	8.23759e-05	0.0951358	0	2.88974e+06	2500	2.88724e+06	0	
87	0.18116	0.000261	0.180899	0	5.49797e+06	7921	5.49005e+06	0	
88	0.126432	0.000126661	0.126305	0	3.83704e+06	3844	3.83319e+06	0	
89	0.110243	9.60833e-05	0.110147	0	3.34573e+06	2916	3.34281e+06	0	
90	0.318162	0.00086475	0.317297	0	9.6558e+06	26244	9.62955e+06	0	
91	0.267738	0.000591657	0.267146	0	8.12549e+06	17956	8.10753e+06	0	
92	0.463767	0.00171289	0.462054	0	1.40747e+07	51984	1.40227e+07	0	
93	0.124765	0.000134964	0.12463	0	3.78647e+06	4096	3.78237e+06	0	
94	0.0803801	0.000143531	0.0802366	0	2.43942e+06	4356	2.43507e+06	0	
95	0.140624	0.000161456	0.140462	0	4.26774e+06	4900	4.26284e+06	0	
96	0.198235	0.000322946	0.197912	0	6.01618e+06	9801	6.00637e+06	0	
97	6.09114	0.303713	5.78743	0	1.84858e+08	9.21729e+06	1.7564e+08	0	
98	0.156576	0.00718611	0.14939	0	4.75188e+06	218089	4.5338e+06	0	
99	0.132389	0.000170814	0.132218	0	4.01784e+06	5184	4.01266e+06	0	
100	0.0128269	0.000107055	0.0127198	0	389279	3249	386030	0	
101	0.149724	0.000190321	0.149534	0	4.54393e+06	5776	4.53816e+06	0	
102	0.0445995	0.0010323	0.0435671	0	1.35353e+06	31329	1.3222e+06	0	
103	0.135735	0.000180436	0.135554	0	4.11937e+06	5476	4.1139e+06	0	
104	0.118832	0.000118621	0.118713	0	3.6064e+06	3600	3.6028e+06	0	
105	0.129736	0.000143531	0.129592	0	3.93732e+06	4356	3.93297e+06	0	
106	0.648109	0.00964395	0.638465	0	1.96692e+07	292681	1.93765e+07	0	
107	0.1291	0.000156876	0.128943	0	3.91803e+06	4761	3.91326e+06	0	
108	0.0321333	0.00020047	0.0319328	0	975203	6084	969119	0	
109	0.113367	0.00282875	0.110538	0	3.44053e+06	85849	3.35468e+06	0	
110	8.45964	1.19929	7.26034	0	2.56738e+08	3.6397e+07	2.20341e+08	0	
111	0.187755	0.000363278	0.187392	0	5.69813e+06	11025	5.68711e+06	0	
112	0.0479539	0.000122608	0.0478313	0	1.45533e+06	3721	1.45161e+06	0	
113	0.228528	0.000458801	0.228069	0	6.93551e+06	13924	6.92159e+06	0	
114	0.0190904	0.000161456	0.018929	0	579370	4900	574470	0	
115	0.325651	0.000929992	0.324721	0	9.88307e+06	28224	9.85485e+06	0	
116	0.190405	0.000822573	0.189582	0	5.77853e+06	24964	5.75357e+06	0	
117	0.124789	0.000147914	0.124641	0	3.78718e+06	4489	3.78269e+06	0	
118	0.172234	0.000272862	0.171961	0	5.22709e+06	8281	5.21881e+06	0	
119	2.09166	0.0385045	2.05316	0	6.34792e+07	1.16856e+06	6.23107e+07	0	
120	0.0954982	8.23759e-05	0.0954159	0	2.89824e+06	2500	2.89574e+06	0	
121	0.126835	0.000284987	0.126551	0	3.8493e+06	8649	3.84065e+06	0	
122	0.0653386	9.60833e-05	0.0652425	0	1.98293e+06	2916	1.98002e+06	0	
123	0.102538	0.000322946	0.102215	0	3.11189e+06	9801	3.10209e+06	0	
124	0.127576	0.000336127	0.12724	0	3.87177e+06	10201	3.86157e+06	0	
125	0.0604265	8.57039e-05	0.0603408	0	1.83386e+06	2601	1.83126e+06	0	
126	0.0507639	7.91139e-05	0.0506847	0	1.54061e+06	2401	1.53821e+06	0	
127	0.0539963	8.90978e-05	0.0539072	0	1.63871e+06	2704	1.63601e+06	0	
128	0.0770239	0.000147914	0.076876	0	2.33757e+06	4489	2.33308e+06	0	
129	0.0701294	9.96749e-05	0.0700297	0	2.12833e+06	3025	2.1253e+06	0	
130	16.4914	3.41607	13.0753	0	5.00492e+08	1.03673e+08	3.96819e+08	0	
131	0.216495	0.000963502	0.215531	0	6.57033e+06	29241	6.54109e+06	0	
132	0.195813	0.000886233	0.194927	0	5.94268e+06	26896	5.91579e+06	0	
133	0.0937529	0.000249401	0.0935035	0	2.84527e+06	7569	2.8377e+06	0	
134	0.295606	0.00191379	0.293692	0	8.97126e+06	58081	8.91318e+06	0	
135	0.0654553	0.000118621	0.0653367	0	1.98648e+06	3600	1.98288e+06	0	
136	0.0869402	0.000152362	0.0867878	0	2.63851e+06	4624	2.63389e+06	0	
137	0.357214	0.00290652	0.354307	0	1.08409e+07	88209	1.07527e+07	0	
138	0.303906	0.00201027	0.301896	0	9.22315e+06	61009	9.16214e+06	0	
139	0.0747802	0.000122608	0.0746576	0	2.26947e+06	3721	2.26575e+06	0	
140	0.186039	0.000692782	0.185346	0	5.64603e+06	21025	5.62501e+06	0	
141	0.279573	0.00159479	0.277978	0	8.48468e+06	48400	8.43628e+06	0	
142	0.264463	0.00149492	0.262968	0	8.02611e+06	45369	7.98074e+06	0	
143	0.118974	0.00031003	0.118664	0	3.61072e+06	9409	3.60131e+06	0	
144	0.0729823	0.000118621	0.0728637	0	2.21491e+06	3600	2.21131e+06	0	
145	0.0590022	0.000110845	0.0588913	0	1.79063e+06	3364	1.78727e+06	0	
146	0.0775184	0.00013078	0.0773876	0	2.35257e+06	3969	2.34861e+06	0	
147	0.0978567	0.00020047	0.0976562	0	2.96981e+06	6084	2.96373e+06	0	
148	0.197166	0.00080188	0.196365	0	5.98374e+06	24336	5.95941e+06	0	
149	0.406886	0.00343768	0.403448	0	1.23484e+07	104329	1.22441e+07	0	
150	0.061403	0.000110845	0.0612921	0	1.86349e+06	3364	1.86013e+06	0	
151	0.183221	0.000664411	0.182557	0	5.56053e+06	20164	5.54037e+06	0	
152	0.131067	0.000498506	0.130568	0	3.97771e+06	15129	3.96258e+06	0	
153	0.203901	0.000854107	0.203047	0	6.18813e+06	25921	6.16221e+06	0	
154	0.156828	0.000490433	0.156338	0	4.75954e+06	14884	4.74465e+06	0	
155	0.0457867	0.000103332	0.0456833	0	1.38956e+06	3136	1.38642e+06	0	
156	0.38429	0.00446227	0.379827	0	1.16626e+07	135424	1.15272e+07	0	
157	0.192586	0.000731531	0.191854	0	5.84473e+06	22201	5.82253e+06	0	
158	0.213879	0.000907981	0.212971	0	6.49096e+06	27556	6.4634e+06	0	
159	5.83506	0.610954	5.22411	0	1.77086e+08	1.85416e+07	1.58544e+08	0	
160	0.294365	0.00171289	0.292652	0	8.93358e+06	51984	8.88159e+06	0	
161	0.138369	0.000582859	0.137786	0	4.19931e+06	17689	4.18163e+06	0	
162	0.178903	0.000636634	0.178266	0	5.42946e+06	19321	5.41014e+06	0	
163	0.0732103	0.000107055	0.0731032	0	2.22183e+06	3249	2.21858e+06	0	
164	0.0832975	0.000216187	0.0830813	0	2.52796e+06	6561	2.5214e+06	0	
165	0.0656073	8.57039e-05	0.0655216	0	1.99109e+06	2601	1.98849e+06	0	
166	0.458243	0.00419949	0.454043	0	1.3907e+07	127449	1.37796e+07	0	
167	0.876713	0.0147032	0.86201	0	2.6607e+07	446224	2.61608e+07	0	
168	2.25836	0.0969145	2.16145	0	6.85384e+07	2.94122e+06	6.55972e+07	0	
169	0.362959	0.00252825	0.360431	0	1.10153e+07	76729	1.09386e+07	0	
170	0.0641477	8.90978e-05	0.0640586	0	1.94679e+06	2704	1.94409e+06	0	
171	0.152796	0.000565461	0.15223	0	4.63716e+06	17161	4.62e+06	0	
172	0.0537412	9.96749e-05	0.0536415	0	1.63097e+06	3025	1.62794e+06	0	
173	0.0906093	0.000278892	0.0903304	0	2.74987e+06	8464	2.7414e+06	0	
174	0.0619244	0.000126661	0.0617977	0	1.87932e+06	3844	1.87547e+06	0	
175	0.100182	0.000195362	0.0999873	0	3.0404e+06	5929	3.03448e+06	0	
176	0.0659707	0.00013078	0.0658399	0	2.00212e+06	3969	1.99815e+06	0	
177	0.0813291	0.000205643	0.0811234	0	2.46822e+06	6241	2.46198e+06	0	
178	0.0820669	0.000152362	0.0819146	0	2.49062e+06	4624	2.48599e+06	0	
179	0.156989	0.000565461	0.156423	0	4.76441e+06	17161	4.74725e+06	0	
180	0.251924	0.00177352	0.250151	0	7.64558e+06	53824	7.59175e+06	0	
181	1.5308	0.067852	1.46294	0	4.64577e+07	2.05921e+06	4.43984e+07	0	
182	0.0974171	0.000272862	0.0971442	0	2.95647e+06	8281	2.94819e+06	0	
183	0.0986215	0.000539859	0.0980817	0	2.99303e+06	16384	2.97664e+06	0	
184	0.12603	0.00046661	0.125563	0	3.82485e+06	14161	3.81069e+06	0	
185	0.0763292	0.000143531	0.0761857	0	2.31649e+06	4356	2.31213e+06	0	
186	0.0544321	8.23759e-05	0.0543497	0	1.65194e+06	2500	1.64944e+06	0	
187	0.101257	0.000266898	0.100991	0	3.07304e+06	8100	3.06494e+06	0	
188	0.494789	0.00503748	0.489751	0	1.50161e+07	152881	1.48633e+07	0	
189	3.99564	0.292809	3.70283	0	1.21262e+08	8.88636e+06	1.12376e+08	0	
190	0.0837509	0.000143531	0.0836074	0	2.54172e+06	4356	2.53737e+06	0	
191	0.0553466	7.91139e-05	0.0552675	0	1.67969e+06	2401	1.67729e+06	0	
192	0.0632451	8.23759e-05	0.0631628	0	1.9194e+06	2500	1.9169e+06	0	
193	0.0688757	0.000118621	0.0687571	0	2.09028e+06	3600	2.08668e+06	0	
194	0.0914315	0.00020047	0.091231	0	2.77482e+06	6084	2.76874e+06	0	
195	0.164771	0.000574127	0.164197	0	5.00059e+06	17424	4.98317e+06	0	
196	0.123914	0.000356391	0.123558	0	3.76064e+06	10816	3.74982e+06	0	
197	0.0959322	0.000195362	0.0957368	0	2.91141e+06	5929	2.90548e+06	0	
198	0.0619936	8.57039e-05	0.0619079	0	1.88142e+06	2601	1.87882e+06	0	
199	0.0832345	0.000166102	0.0830684	0	2.52605e+06	5041	2.52101e+06	0	
200	0.231333	0.00129178	0.230041	0	7.02065e+06	39204	6.98144e+06	0	
201	0.0857758	0.000291149	0.0854847	0	2.60318e+06	8836	2.59434e+06	0	
202	0.143709	0.000822573	0.142886	0	4.36138e+06	24964	4.33642e+06	0	
203	0.0453873	8.23759e-05	0.0453049	0	1.37744e+06	2500	1.37494e+06	0	
204	0.103043	0.00044338	0.102599	0	3.12721e+06	13456	3.11376e+06	0	
205	0.073893	0.000226995	0.073666	0	2.24255e+06	6889	2.23566e+06	0	
206	0.168697	0.000143531	0.167976	0.000576475	5.11972e+06	4356	5.09786e+06	17495.2	
207	0.112722	7.91139e-05	0.11264	2.46102e-06	3.42097e+06	2401	3.41848e+06	74.6888	
208	3.69804	0.0656016	3.63237	6.70088e-05	1.1223e+08	1.99092e+06	1.10237e+08	2033.62	
209	0.4845	0.001044	0.483456	0	1.47039e+07	31684	1.46722e+07	0	
210	0.537948	0.00129178	0.536656	0	1.6326e+07	39204	1.62867e+07	0	
211	0.134679	7.91139e-05	0.134473	0.000126473	4.08733e+06	2401	4.08109e+06	3838.28	
212	1.14926	0.00595166	1.14327	3.63637e-05	3.48786e+07	180625	3.46969e+07	1103.58	
213	0.151881	9.96749e-05	0.151782	0	4.6094e+06	3025	4.60638e+06	0	
214	0.166763	0.000118621	0.166625	1.91443e-05	5.06104e+06	3600	5.05685e+06	581.006	
215	0.265352	0.000336127	0.264975	4.02919e-05	8.05308e+06	10201	8.04165e+06	1222.8	
216	0.165788	0.000126661	0.165661	0	5.03145e+06	3844	5.02761e+06	0	
217	0.470681	0.000974804	0.469703	2.63696e-06	1.42845e+07	29584	1.42548e+07	80.0283	
218	0.294617	0.000363278	0.294254	0	8.94124e+06	11025	8.93021e+06	0	
219	0.150694	9.25576e-05	0.150601	0	4.57336e+06	2809	4.57055e+06	0	
220	0.570714	0.00138474	0.569311	1.80747e-05	1.73204e+07	42025	1.72778e+07	548.543	
221	0.155666	0.000110845	0.155555	0	4.72426e+06	3364	4.72089e+06	0	
222	0.132876	7.27874e-05	0.132801	1.27709e-06	4.0326e+06	2209	4.03035e+06	38.7581	
223	0.447182	0.000886233	0.446295	0	1.35713e+07	26896	1.35444e+07	0	
224	0.692616	0.00196173	0.690654	0	2.10199e+07	59536	2.09604e+07	0	
