Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	
1	0.162837	0.000452622	0.162384	1.00494e-07	1.55648e+07	43264	1.55215e+07	9.6058	
2	0.0207966	1.00538e-05	0.0207866	1.00071e-07	1.98785e+06	961	1.98689e+06	9.56538	
3	0.0332004	2.21373e-05	0.0331783	1.00286e-07	3.17346e+06	2116	3.17135e+06	9.58591	
4	31.1465	8.91411	22.2324	0	2.97714e+09	8.52056e+08	2.12509e+09	0	
5	0.0202065	7.62671e-06	0.0201989	1.00491e-07	1.93144e+06	729	1.93071e+06	9.60545	
6	0.0273792	1.35586e-05	0.0273656	1.00604e-07	2.61704e+06	1296	2.61575e+06	9.61626	
7	0.0215888	6.53867e-06	0.0215822	9.99135e-08	2.06356e+06	625	2.06294e+06	9.55024	
8	0.0833179	0.000122027	0.0831959	9.84811e-08	7.96395e+06	11664	7.95228e+06	9.41332	
9	0.0413999	3.28084e-05	0.0413671	1.00022e-07	3.95722e+06	3136	3.95408e+06	9.56066	
10	0.0929937	0.00014815	0.0928456	1.02593e-07	8.88881e+06	14161	8.87465e+06	9.80638	
11	0.0161275	6.02604e-06	0.0161215	1.00532e-07	1.54155e+06	576	1.54097e+06	9.60936	
12	0.0310926	1.9344e-05	0.0310732	1.00113e-07	2.97198e+06	1849	2.97014e+06	9.56933	
13	0.0299739	1.51069e-05	0.0299588	1.00567e-07	2.86506e+06	1444	2.86362e+06	9.61273	
14	0.0735602	9.04848e-05	0.0734697	9.90055e-08	7.03125e+06	8649	7.02261e+06	9.46345	
15	0.019339	8.20211e-06	0.0193308	1.00378e-07	1.84852e+06	784	1.84773e+06	9.59464	
16	0.0252319	1.35586e-05	0.0252184	1.0006e-07	2.41179e+06	1296	2.4105e+06	9.56424	
17	0.0262049	1.20939e-05	0.0261928	1.0012e-07	2.5048e+06	1156	2.50364e+06	9.57	
18	0.650613	0.00715518	0.643458	1.02141e-07	6.21889e+07	683929	6.1505e+07	9.76317	
