Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	
1	0.0319701	1.76015e-05	0.0319525	0	1.3241e+06	729	1.32337e+06	0	
2	0.00667795	8.71626e-06	0.00666924	0	276579	361	276218	0	
3	0.0179747	6.52874e-05	0.0179094	0	744457	2704	741753	0	
4	0.0341782	1.89295e-05	0.0341593	0	1.41555e+06	784	1.41476e+06	0	
5	0.0339182	2.17303e-05	0.0338965	0	1.40478e+06	900	1.40388e+06	0	
6	0.0183842	6.18106e-06	0.018378	0	761416	256	761160	0	
7	0.0226664	7.8229e-06	0.0226586	0	938773	324	938449	0	
8	0.0290915	1.27725e-05	0.0290787	0	1.20487e+06	529	1.20435e+06	0	
9	0.00970588	1.39073e-05	0.00969197	0	401986	576	401410	0	
10	0.0216368	6.97784e-06	0.0216298	0	896130	289	895841	0	
11	0.162912	0.000414348	0.162498	0	6.74732e+06	17161	6.73016e+06	0	
12	0.00745777	8.71626e-06	0.00744905	0	308877	361	308516	0	
13	0.0492877	3.67242e-05	0.0492509	0	2.04134e+06	1521	2.03981e+06	0	
14	0.15117	0.00035937	0.150811	0	6.261e+06	14884	6.24611e+06	0	
15	0.0302891	1.39073e-05	0.0302752	0	1.25448e+06	576	1.2539e+06	0	
16	0.0666318	6.78226e-05	0.066564	0	2.75967e+06	2809	2.75686e+06	0	
17	0.0551983	4.46437e-05	0.0551537	0	2.28614e+06	1849	2.28429e+06	0	
18	0.00609643	6.97784e-06	0.00608946	0	252495	289	252206	0	
19	0.0088092	1.1686e-05	0.00879751	0	364849	484	364365	0	
20	0.0740409	8.40479e-05	0.0739569	0	3.06654e+06	3481	3.06306e+06	0	
21	0.00635483	6.18106e-06	0.00634864	0	263196	256	262940	0	
22	0.0380176	2.17303e-05	0.0379958	0	1.57456e+06	900	1.57366e+06	0	
23	0.648013	0.0111317	0.636881	0	2.68386e+07	461041	2.63776e+07	0	
24	0.0364987	2.03057e-05	0.0364784	0	1.51166e+06	841	1.51082e+06	0	
25	0.0226682	7.8229e-06	0.0226603	0	938844	324	938520	0	
26	0.00717727	5.43257e-06	0.00717184	0	297259	225	297034	0	
27	0.0179371	2.79113e-05	0.0179092	0	742901	1156	741745	0	
28	0.0118101	1.06478e-05	0.0117994	0	489137	441	488696	0	
29	0.0443743	2.79113e-05	0.0443464	0	1.83784e+06	1156	1.83668e+06	0	
30	0.0201026	5.43257e-06	0.0200972	0	832587	225	832362	0	
31	0.0579592	6.28005e-05	0.0578964	0	2.40048e+06	2601	2.39788e+06	0	
32	0.0314833	2.17303e-05	0.0314616	0	1.30393e+06	900	1.30303e+06	0	
33	0.0448767	2.47242e-05	0.044852	0	1.85865e+06	1024	1.85762e+06	0	
34	0.0206669	5.43257e-06	0.0206615	0	855961	225	855736	0	
35	0.0369177	1.76015e-05	0.0369001	0	1.52901e+06	729	1.52828e+06	0	
36	0.0312281	1.27725e-05	0.0312154	0	1.29337e+06	529	1.29284e+06	0	
37	1.47018	0.0269247	1.44326	0	6.08905e+07	1.11513e+06	5.97753e+07	0	
38	0.0163096	1.27725e-05	0.0162969	0	675494	529	674965	0	
39	0.00988819	5.43257e-06	0.00988276	0	409537	225	409312	0	
40	0.0357382	1.50904e-05	0.0357231	0	1.48016e+06	625	1.47953e+06	0	
41	0.0507191	4.05873e-05	0.0506785	0	2.10062e+06	1681	2.09894e+06	0	
42	0.019651	5.43257e-06	0.0196455	0	813882	225	813657	0	
43	0.0253273	7.8229e-06	0.0253195	0	1.04898e+06	324	1.04865e+06	0	
44	0.025086	7.8229e-06	0.0250781	0	1.03898e+06	324	1.03865e+06	0	
45	0.0370099	1.63218e-05	0.0369936	0	1.53283e+06	676	1.53215e+06	0	
46	0.249351	0.00117925	0.248172	0	1.03273e+07	48841	1.02785e+07	0	
47	0.0901687	9.8897e-05	0.0900698	0	3.7345e+06	4096	3.7304e+06	0	
48	0.065969	4.88931e-05	0.0659201	0	2.73222e+06	2025	2.7302e+06	0	
49	0.0359591	1.50904e-05	0.035944	0	1.48931e+06	625	1.48868e+06	0	
50	0.00695583	1.27725e-05	0.00694305	0	288088	529	287559	0	
51	0.0206973	5.43257e-06	0.0206918	0	857216	225	856991	0	
52	0.236661	0.000618106	0.236043	0	9.80177e+06	25600	9.77617e+06	0	
53	0.0564682	3.67242e-05	0.0564315	0	2.33873e+06	1521	2.33721e+06	0	
54	0.382	0.00168279	0.380317	0	1.58212e+07	69696	1.57515e+07	0	
55	0.0226072	6.18106e-06	0.0226011	0	936321	256	936065	0	
56	5.17391	0.299503	4.87441	0	2.14287e+08	1.24044e+07	2.01882e+08	0	
57	0.0279667	7.8229e-06	0.0279588	0	1.15829e+06	324	1.15796e+06	0	
58	0.0669587	4.46437e-05	0.066914	0	2.77321e+06	1849	2.77136e+06	0	
59	0.0324021	1.06478e-05	0.0323914	0	1.34199e+06	441	1.34155e+06	0	
60	0.0545892	2.95773e-05	0.0545597	0	2.26091e+06	1225	2.25968e+06	0	
61	0.401447	0.00170838	0.399739	0	1.66266e+07	70756	1.65559e+07	0	
62	0.0675305	0.000143154	0.0673874	0	2.7969e+06	5929	2.79097e+06	0	
63	0.0152391	6.97784e-06	0.0152321	0	631156	289	630867	0	
64	0.0350169	1.76015e-05	0.0349993	0	1.45029e+06	729	1.44956e+06	0	
65	0.131471	0.000204361	0.131267	0	5.44512e+06	8464	5.43666e+06	0	
66	0.020839	6.18106e-06	0.0208328	0	863087	256	862831	0	
67	0.0227016	7.8229e-06	0.0226938	0	940231	324	939907	0	
68	0.0210804	6.18106e-06	0.0210742	0	873085	256	872829	0	
69	0.0229711	6.18106e-06	0.0229649	0	951392	256	951136	0	
70	0.259596	0.000765003	0.258831	0	1.07516e+07	31684	1.07199e+07	0	
71	0.132008	0.000241447	0.131766	0	5.46735e+06	10000	5.45735e+06	0	
72	0.0186376	5.43257e-06	0.0186321	0	771910	225	771685	0	
